Chrom	Start	End	GeneID	GeneName
3	48626431	48682098	7384	UQCRC1
3	48648274	48694189	440955	TMEM89
3	48653155	48707926	65010	SLC26A6
3	48663895	48735348	1951	CELSR3
3	48701271	48758366	51517	NCKIPSD
3	48715435	48789711	51447	IP6K2
3	48778092	48920270	5576	PRKAR2A
3	48884355	48971426	788	SLC25A20
3	48921280	49032971	10425	ARIH2
3	48945220	48991818	646450	ARIH2OS
3	48992340	49054581	54681	P4HTM
3	49009636	49063386	11180	WDR6
3	49022907	49070926	25915	NDUFAF3
3	49042920	49093504	55152	DALRD3
3	49051761	49101875	3615	IMPDH2
3	49057141	49166504	54870	QRICH1
3	49123364	49177562	5859	QARS
3	49135478	49193371	10869	USP19
3	49148546	49205599	3913	LAMB2
3	49174017	49223919	200942	KLHDC8B
3	49189967	49238785	64925	CCDC71
3	49200860	49305537	339834	CCDC36
3	49205068	49264291	646498	C3orf84
3	49296029	49349508	375341	C3orf62
3	49304576	49412536	7375	USP4
3	49384608	49430791	2876	GPX1
3	49386578	49484526	387	RHOA
3	49414638	49463909	6988	TCTA
3	49444210	49495111	275	AMT
3	49449765	49501757	84276	NICN1
3	49471135	49583051	1605	DAG1
3	49556921	49718982	8927	BSN
3	49676434	49730934	327	APEH
3	49691949	49768962	63891	RNF123
3	49711379	49761196	4485	MST1
3	49744266	49792238	386724	AMIGO3
3	49748908	49796407	29925	GMPPB
3	49751727	49858973	9807	IP6K1
3	49805686	49852463	389119	FAM212A
3	49818166	49872268	389118	CDHR4
3	49832637	49886391	7318	UBA7
3	49856027	49928992	10293	TRAIP
3	49885421	49942369	79012	CAMKV
3	49914435	49976306	4486	MST1R
3	49936301	50002445	84315	MON1A
3	49942476	50124685	10180	RBM6
3	50091340	50166397	10181	RBM5
3	50157847	50236508	6405	SEMA3F
3	50194042	50245129	2779	GNAT1
3	50207678	50268411	10991	SLC38A3
3	50229119	50306786	2771	GNAI2
3	50269989	50324602	7869	SEMA3B
3	50281457	50335545	132228	LSMEM2
3	50315162	50365026	7866	IFRD2
3	50320258	50371899	8372	HYAL3
3	50323832	50371852	24142	NAT6
3	50327319	50384812	3373	HYAL1
3	50345220	50395281	8692	HYAL2
3	50352339	50400669	11334	TUSC2
3	50353125	50401496	11068	CYB561D2
3	50357216	50413367	11186	RASSF1
3	50368536	50418156	51364	ZMYND10
3	50374918	50423486	10641	NPRL2
3	50382179	50431939	11070	TMEM115
3	50390043	50576675	9254	CACNA2D2
3	50571908	50632421	51409	HEMK1
3	50585455	50643458	51161	C3orf18
3	50614292	50696728	7867	MAPKAPK3
3	50633884	50684262	1154	CISH
3	50677671	51431629	1795	DOCK3
3	51387667	51436828	7873	MANF
3	51393698	51445336	29890	RBM15B
3	51423297	51569018	9730	VPRBP
3	51540595	51707612	23132	RAD54L2
3	51670190	51748339	51368	TEX264
3	51706080	51762625	2912	GRM2
3	51802576	51848203	440956	IQCF6
3	51825898	51874874	401067	IQCF3
3	51860644	51907440	389123	IQCF2
3	51897736	51944600	389124	IQCF5
3	51918891	51972386	132141	IQCF1
3	51941320	51992883	10039	PARP3
3	51954329	52001520	118442	GPR62
3	51957441	52010957	9136	RRP9
3	51974041	52025216	25864	ABHD14A
3	51981469	52036482	57060	PCBP4
3	51982299	52033218	95	ACY1
3	51992525	52043646	84836	ABHD14B
3	52017643	52064958	6159	RPL29
3	52072936	52125461	1849	DUSP7
3	52099248	52223706	25886	POC1A
3	52197098	52258343	211	ALAS1
3	52244808	52294615	132160	PPM1M
3	52245095	52295179	54106	TLR9
3	52252625	52308183	11344	TWF2
3	52278437	52347659	80335	WDR82
3	52286835	52339272	132158	GLYCTK
3	52315334	52444513	25981	DNAH1
3	52409576	52467657	51533	PHF7
3	52425019	52479121	8314	BAP1
3	52454523	52537088	11188	NISCH
3	52457267	52514043	56920	SEMA3G
3	52475106	52523057	7134	TNNC1
3	52494355	52568511	23166	STAB1
3	52535620	52584586	440957	SMIM4
3	52548384	52604093	64943	NT5DC2
3	52569367	52754866	55193	PBRM1
3	52684935	52738510	26354	GNL3
3	52704856	52752197	28972	SPCS1
3	52718499	52775099	55830	GLT8D1
3	52734795	52839965	6787	NEK4
3	52776601	52836084	3697	ITIH1
3	52793783	52853025	3699	ITIH3
3	52837005	52899717	3700	ITIH4
3	52857130	52904235	389125	MUSTN1
3	52857130	52966597	100526772	TMEM110-MUSTN1
3	52860771	52966597	375346	TMEM110
3	52927582	53115089	51460	SFMBT1
3	53112500	53199470	91869	RFT1
3	53160222	53236733	5580	PRKCD
3	53248722	53325130	7086	TKT
3	53307444	53416654	55802	DCP1A
3	53494075	53856492	776	CACNA1D
3	53840323	53915420	55349	CHDH
3	53845576	53909827	55540	IL17RB
3	53891093	53951229	93973	ACTR8
3	53909225	53960989	58515	SELK
3	54121692	55118584	55799	CACNA2D3
3	54942380	55036115	57408	LRTM1
3	55489742	55556670	7474	WNT5A
3	55532335	56537391	26059	ERC2
3	56556183	56665848	285331	CCDC66
3	56644159	56752135	23272	FAM208A
3	56751445	57148336	50650	ARHGEF3
3	57059468	57119460	353324	SPATA12
3	57114009	57234403	54756	IL17RD
3	57221943	57269280	8820	HESX1
3	57226764	57317498	26060	APPL1
3	57292378	57361710	142686	ASB14
3	57317726	57565071	201625	DNAH12
3	57506980	57557768	201626	PDE12
3	57547089	57618215	378	ARF4
3	57601180	57713816	201627	DENND6A
3	57707982	57925730	7871	SLMAP
3	57959126	58167982	2317	FLNB
3	58168352	58231730	1776	DNASE1L3
3	58188258	58290461	57406	ABHD6
3	58256971	58315920	11102	RPP14
3	58283616	58421854	54899	PXK
3	58403356	58454579	5162	PDHB
3	58442822	58498087	200845	KCTD6
3	58480862	58557929	8309	ACOX2
3	58539838	58648337	11170	FAM107A
3	58609669	58687561	131177	FAM3D
3	58717736	59070715	200844	C3orf67
3	59725035	61272133	2272	FHIT
3	61512242	62290573	5793	PTPRG
3	62269647	62331888	57415	C3orf14
3	62345346	62394190	55079	FEZF2
3	62374020	62896064	8618	CADPS
3	63228913	63612597	132204	SYNPR
3	63603343	63660891	132203	SNTN
3	63809545	63884599	80145	THOC7
3	63815232	63999136	6314	ATXN7
3	63986224	64044686	9861	PSMD6
3	64069525	64246131	166336	PRICKLE2
3	64491330	64708365	56999	ADAMTS9
3	65329905	66059509	9223	MAGI1
3	66084284	66439351	115286	SLC25A26
3	66419220	66585845	26018	LRIG1
3	67013726	67071632	84541	KBTBD8
3	67400883	67740038	8801	SUCLG2
3	68005733	68604771	407738	FAM19A1
3	68770914	69016761	151647	FAM19A4
3	69014362	69098045	285203	EOGT
3	69058977	69136484	7110	TMF1
3	69093880	69164524	9039	UBA3
3	69099089	69165239	10550	ARL6IP5
3	69147822	69206746	56203	LMOD3
3	69207933	69470455	23150	FRMD4B
3	69753585	70027488	4286	MITF
3	70993864	71668140	27086	FOXP1
3	71718439	71838924	317649	EIF4E3
3	71768200	71814328	2850	GPR27
3	71810805	71869357	60675	PROK2
3	72413743	72530774	23429	RYBP
3	72788427	72932598	55164	SHQ1
3	72902384	73034522	727936	GXYLT2
3	73011118	73125011	151987	PPP4R2
3	73075809	73122471	55096	EBLN2
3	73421580	73709072	23024	PDZRN3
3	74301719	74605291	5067	CNTN3
3	75678486	75726368	100288801	FRG2C
3	75769111	75869734	100131827	ZNF717
3	77054293	77709114	6092	ROBO2
3	78636387	79852059	6091	ROBO1
3	81528849	81845950	2632	GBE1
3	84973132	86133579	253559	CADM2
3	86977122	87075257	389136	VGLL3
3	87241412	87314698	25978	CHMP2B
3	87298782	87360737	5449	POU1F1
3	87996725	88052919	3355	HTR1F
3	88091099	88234016	8545	CGGBP1
3	88153261	88203814	55279	ZNF654
3	88163892	88217115	285237	C3orf38
3	89121673	89541284	2042	EPHA3
3	93581880	93727934	5627	PROS1
3	93663982	93784522	200894	ARL13B
3	93723214	93782454	415117	STX19
3	93746854	93855630	63899	NSUN3
3	93766765	93817067	200895	DHFRL1
3	96498424	97477786	285220	EPHA6
3	97448364	97527379	84100	ARL6
3	97505883	97673830	131544	CRYBG3
3	97650660	97726295	84864	MINA
3	97695526	97789148	200959	GABRR3
3	97771016	97816946	81050	OR5AC2
3	97816541	97862483	26341	OR5H1
3	97833229	97879162	403273	OR5H14
3	97852543	97898485	403274	OR5H15
3	97948128	97994106	79295	OR5H6
3	97966731	98012676	79310	OR5H2
3	98037697	98083663	403278	OR5K4
3	98074509	98120475	403277	OR5K3
3	98153420	98199372	26339	OR5K1
3	98181524	98227475	402135	OR5K2
3	98215742	98261994	2838	GPR15
3	98224316	98276910	56650	CLDND1
3	98288289	98347455	1371	CPOX
3	98416079	98524689	10402	ST3GAL6
3	98504813	98655533	131566	DCBLD2
3	99322439	99525577	1295	COL8A1
3	99501677	99907476	84319	CMSS1
3	99541987	99868357	11259	FILIP1L
3	99944660	100054096	55773	TBC1D23
3	100018561	100084478	56954	NIT2
3	100072302	100155242	9868	TOMM70A
3	100085036	100185170	348801	LNP1
3	100176462	100306285	55076	TMEM45A
3	100293432	100424323	84873	GPR128
3	100393133	100477811	10342	TFG
3	100458178	100747334	25890	ABI3BP
3	100931389	101074419	50939	IMPG2
3	101033032	101267085	57337	SENP7
3	101245679	101295290	54931	TRMT10C
3	101258041	101323281	57092	PCNP
3	101358282	101430988	27107	ZBTB11
3	101389933	101440563	6152	RPL24
3	101408436	101499406	79598	CEP97
3	101463028	101557075	91775	NXPE3
3	101511833	101589869	64332	NFKBIZ
3	102118858	102208685	131368	ZPLD1
3	105050556	105305757	214	ALCAM
3	105367108	105622887	868	CBLB
3	107061187	107107481	84692	CCDC54
3	107206782	107540176	56987	BBX
3	107751940	107844935	961	CD47
3	107869658	107976417	55081	IFT57
3	107980336	108107131	11148	HHLA2
3	108089215	108283169	22989	MYH15
3	108258717	108343491	57650	KIAA1524
3	108273336	108423693	9666	DZIP3
3	108464485	108511130	84666	RETNLB
3	108506630	108583714	50852	TRAT1
3	108616641	108707677	9626	GUCA1C
3	108667086	108871993	27136	MORC1
3	109002634	109070364	151871	DPPA2
3	109034987	109091419	55211	DPPA4
3	110755605	110923016	25945	PVRL3
3	111225925	111381206	10225	CD96
3	111301746	111349182	79413	ZBED2
3	111358522	111575294	257068	PLCXD2
3	111416326	111705364	90102	PHLDB2
3	111662722	111722215	55347	ABHD10
3	111682585	111742735	29114	TAGLN3
3	111723464	111810116	344805	TMPRSS7
3	111770181	111847073	79669	C3orf52
3	111829687	111887152	257144	GCSAM
3	111849751	112048074	285335	SLC9C1
3	112016915	112091658	4345	CD200
3	112172812	112253408	151888	BTLA
3	112241353	112315810	64422	ATG3
3	112245856	112313284	55032	SLC35A5
3	112313232	112394990	151887	CCDC80
3	112524555	112599797	344807	CD200R1L
3	112631531	112728937	131450	CD200R1
3	112674799	112730221	29083	GTPBP8
3	112711291	112773555	25871	C3orf17
3	112895311	113016310	91653	BOC
3	112995776	113195361	55779	CFAP44
3	113151564	113269034	152185	SPICE1
3	113216217	113358422	54847	SIDT1
3	113357232	113450493	205717	KIAA2018
3	113425306	113500120	80218	NAA50
3	113430865	113540905	523	ATP6V1A
3	113522680	113676021	54762	GRAMD1C
3	113631747	113691827	254887	ZDHHC23
3	113672983	113810460	57577	KIAA1407
3	113740581	113817268	79691	QTRTD1
3	113837498	113953254	1814	DRD3
3	113943479	113991425	7634	ZNF80
3	113977832	114039135	201633	TIGIT
3	114023346	114901127	26137	ZBTB20
3	115307150	115450334	2596	GAP43
3	115511209	116199385	4045	LSAMP
3	118609478	118899898	152404	IGSF11
3	118829996	118880302	152405	C3orf30
3	118857424	118934000	7348	UPK1B
3	118920588	118994752	8702	B4GALT4
3	118978219	119148323	57514	ARHGAP31
3	119137806	119217529	55254	TMEM39A
3	119152784	119223554	56983	POGLUT1
3	119182367	119253125	51300	TIMMDC1
3	119233139	119313481	941	CD80
3	119263279	119318792	141	ADPRH
3	119281694	119358658	51365	PLA1A
3	119350907	119414404	64091	POPDC2
3	119378371	119431243	10063	COX17
3	119386868	119495949	89876	MAATS1
3	119464330	119547332	8856	NR1I2
3	119530801	119848264	2932	GSK3B
3	119874327	119998142	165829	GPR156
3	120033575	120103186	116064	LRRC58
3	120103060	120204918	11167	FSTL1
3	120280127	120331258	4710	NDUFB4
3	120337014	120436418	3081	HGD
3	120395527	120496384	285282	RABL3
3	120426557	120511916	2960	GTF2E1
3	120592049	121153608	9515	STXBP5L
3	121140272	121299853	10721	POLQ
3	121251777	121319469	503582	ARGFX
3	121277169	121359139	51725	FBXO40
3	121340244	121414795	3059	HCLS1
3	121372045	121503614	2804	GOLGB1
3	121478609	121588926	9657	IQCB1
3	121519033	121615373	55840	EAF2
3	121578170	121673034	6565	SLC15A2
3	121696169	121776127	286676	ILDR1
3	121739208	121849988	942	CD86
3	121867529	122015344	846	CASR
3	122009010	122070815	1475	CSTA
3	122068022	122138961	26355	FAM162A
3	122068435	122137074	131076	CCDC58
3	122120699	122169882	54554	WDR5B
3	122130747	122268786	3836	KPNA1
3	122236759	122318523	83666	PARP9
3	122248184	122304049	151636	DTX3L
3	122261448	122365536	165631	PARP15
3	122364671	122459687	54625	PARP14
3	122448843	122547666	79663	HSPBAP1
3	122478900	122609986	84925	DIRC2
3	122618039	122781659	54437	SEMA5B
3	122750855	122890953	10954	PDIA5
3	122885773	123002982	26984	SEC22A
3	122991142	123202392	111	ADCY5
3	123321142	123638149	4638	MYLK
3	123622273	123715255	64770	CCDC14
3	123677878	123745199	54763	ROPN1
3	123778557	124450036	8997	KALRN
3	124414212	124478119	7372	UMPS
3	124470794	124641152	3693	ITGB5
3	124614288	124688595	56667	MUC13
3	124674553	124809802	57493	HEG1
3	124791479	124966609	84561	SLC12A8
3	124934512	125129198	7707	ZNF148
3	125155487	125274058	8723	SNX4
3	125237701	125349381	114885	OSBPL11
3	125638117	125690887	200810	ALG1L
3	125653027	125712296	152015	ROPN1B
3	125715199	125855391	54946	SLC41A3
3	125812403	125935029	10840	ALDH1L1
3	126051477	126111236	28999	KLF15
3	126078781	126165398	348807	CCDC37
3	126146443	126229762	79364	ZXDC
3	126190007	126271616	131669	UROC1
3	126208130	126272134	166012	CHST13
3	126258518	126312808	152065	C3orf22
3	126280621	126362398	645840	TXNRD3NB
3	126315894	126408967	114112	TXNRD3
3	126388062	126689263	84303	CHCHD6
3	126672436	126766235	5361	PLXNA1
3	126876973	126927027	285311	C3orf56
3	127281906	127344602	131601	TPRA1
3	127282199	127351278	4171	MCM2
3	127313001	127401653	50512	PODXL2
3	127356780	127409769	80325	ABTB1
3	127397904	127577093	11343	MGLL
3	127606901	127716514	166348	KBTBD12
3	127736211	127800526	29927	SEC61A1
3	127789799	127877671	8607	RUVBL1
3	127837299	128137489	60678	EEFSEC
3	128171274	128221091	165721	DNAJB8
3	128188264	128247030	2624	GATA2
3	128328812	128404719	6184	RPN1
3	128409978	128543641	7879	RAB7A
3	128563332	128641957	28976	ACAD9
3	128679781	128747986	57501	KIAA1257
3	128685471	128769585	79825	EFCC1
3	128744609	128791254	2815	GP9
3	128796411	128875993	339122	RAB43
3	128796411	128915073	100534599	ISY1-RAB43
3	128836258	128915073	57461	ISY1
3	128876657	128937810	7555	CNBP
3	128933452	129006616	22820	COPG1
3	128962683	129034135	56941	HMCES
3	129023613	129070120	8971	H1FX
3	129110163	129182494	90288	EFCAB12
3	129123878	129249350	55764	IFT122
3	129139786	129194022	8930	MBD4
3	129212481	129264187	6010	RHO
3	129227056	129280204	132243	H1FOO
3	129264055	129360582	23129	PLXND1
3	129356634	129647419	23023	TMCC1
3	129658235	129706781	7200	TRH
3	129765673	129827233	644974	ALG1L2
3	130029358	130213690	256076	COL6A5
3	130244177	130405888	131873	COL6A6
3	130387777	130500696	30849	PIK3R4
3	130534368	130745555	27032	ATP2C1
3	130710693	131079309	79858	NEK11
3	130722716	130780698	28990	ASTE1
3	131065514	131117674	131870	NUDT16
3	131171044	131256860	11222	MRPL3
3	131242403	131793450	131034	CPNE4
3	132001210	132097146	55	ACPP
3	132101552	132267876	23317	DNAJC13
3	132266981	132413975	84129	ACAD11
3	132281080	132331485	51554	ACKR4
3	132338289	132406944	79876	UBA5
3	132389452	132476303	27031	NPHP3
3	132722131	133126619	66000	TMEM108
3	133083838	133204056	8419	BFSP2
3	133257433	133319118	55573	CDV3
3	133309448	133415737	11073	TOPBP1
3	133429976	133507850	7018	TF
3	133467876	133550336	58477	SRPRB
3	133533079	133649691	51560	RAB6B
3	133636989	133683656	80111	C3orf36
3	133641539	133783920	6578	SLCO2A1
3	133865977	134004586	6259	RYK
3	134064186	134129259	51421	AMOTL2
3	134169574	134303855	80254	CEP63
3	134186545	134239865	25847	ANAPC13
3	134308764	134404864	339855	KY
3	134479098	134989307	2047	EPHB1
3	135649514	135876752	5523	PPP2R3A
3	135857759	135949688	55167	MSL2
3	135934166	136059013	5096	PCCB
3	136045998	136506245	10274	STAG1
3	136502860	136584734	80723	SLC35G2
3	136546049	136680452	4690	NCK1
3	136641706	136739926	53833	IL20RB
3	137448133	137495172	8403	SOX14
3	137682657	137762494	51208	CLDN18
3	137770826	137869451	199221	DZIP1L
3	137832559	137886229	51146	A4GNT
3	137869829	137928791	51163	DBR1
3	137871089	138027228	25852	ARMC8
3	137970278	138083728	347736	NME9
3	138031489	138134377	22808	MRAS
3	138118414	138207256	83850	ESYT3
3	138203180	138348225	80321	CEP70
3	138292541	138362213	55179	FAIM
3	138361539	138513201	5291	PIK3CB
3	138631075	138682830	401089	FOXL2NB
3	138653065	138700982	668	FOXL2
3	138712803	138760110	729627	PRR23A
3	138727872	138774768	389151	PRR23B
3	138750943	138798734	389152	PRR23C
3	139027860	139085887	56945	MRPS22
3	139066432	139143522	9276	COPB2
3	139161725	139230352	5948	RBP2
3	139226275	139293671	5947	RBP1
3	139269022	139431885	349565	NMNAT3
3	139619026	140296919	64084	CLSTN2
3	140361865	140429992	287015	TRIM42
3	140625661	140708785	55186	SLC25A36
3	140735243	140877453	92369	SPSB4
3	140915666	141023745	92370	PXYLP1
3	141008054	141178632	253461	ZBTB38
3	141170888	141344205	5922	RASA2
3	141422050	141475645	9616	RNF7
3	141462042	141545892	131890	GRK7
3	141560469	141655382	483	ATP1B3
3	141653269	141903386	7029	TFDP2
3	141866368	141979449	256356	GK5
3	142015448	142201904	54464	XRN1
3	142158076	142332668	545	ATR
3	142280228	142442505	5357	PLS1
3	142408265	142536729	7220	TRPC1
3	142526701	142643045	26577	PCOLCE2
3	142670073	142717178	344838	PAQR9
3	142685371	142789567	23350	U2SURP
3	142803617	142852856	9435	CHST2
3	142974063	143602373	285195	SLC9A9
3	143655639	143721210	205428	C3orf58
3	145777227	145914282	5352	PLOD2
3	145900123	146003966	57088	PLSCR4
3	146141074	146248778	57047	PLSCR2
3	146222966	146297628	5359	PLSCR1
3	146293624	146359003	389158	PLSCR5
3	147092180	147144506	7545	ZIC1
3	147093834	147159596	84107	ZIC4
3	148380657	148470790	185	AGTR1
3	148510587	148587972	1360	CPB1
3	148548042	148624872	1359	CPA3
3	148674194	148755456	2992	GYG1
3	148737903	148839341	6596	HLTF
3	148812370	148901305	84343	HPS3
3	148880289	148974832	1356	CP
3	149026284	149086548	116441	TM4SF18
3	149076804	149130568	4071	TM4SF1
3	149157367	149231181	7104	TM4SF4
3	149225021	149456060	25937	WWTR1
3	149446256	149505286	51122	COMMD2
3	149468889	149545610	389161	ANKUB1
3	149495474	149689925	11342	RNF13
3	149672690	149723741	5217	PFN2
3	150091121	150187905	9819	TSC22D2
3	150229573	150313803	83939	EIF2A
3	150249779	150299428	27230	SERP1
3	150286065	150358234	51714	SELT
3	150367671	150456758	131831	ERICH6
3	150448909	150516263	6478	SIAH2
3	150633949	150725786	7401	CLRN1
3	150769584	151164465	116931	MED12L
3	150905618	150955988	29909	GPR171
3	150919904	151031230	9934	P2RY14
3	151001875	151069636	53836	GPR87
3	151034095	151082337	53829	P2RY13
3	151044630	151137600	64805	P2RY12
3	151143777	151211497	285313	IGSF10
3	151416703	151485556	344752	AADACL2
3	151496860	151556276	13	AADAC
3	151556430	151609876	56670	SUCNR1
3	151950828	152193569	4154	MBNL1
3	152047486	152093779	645843	TMEM14E
3	152517735	152565843	5028	P2RY1
3	152845000	152898413	5912	RAP2B
3	153167283	153230486	152118	C3orf79
3	153803791	153985616	26084	ARHGEF26
3	153983456	154077286	170506	DHX36
3	154045460	154182504	344758	GPR149
3	154762435	154911518	4311	MME
3	155187670	155456997	23007	PLCH1
3	155470400	155559055	285315	C3orf33
3	155534300	155607248	9197	SLC33A1
3	155553324	155665520	8833	GMPS
3	155803336	156266927	7881	KCNAB1
3	156247928	156307973	6747	SSR3
3	156357204	156434557	25976	TIPARP
3	156509095	156773918	389170	LEKR1
3	156855585	156913482	57018	CCNL1
3	156967531	157256415	79674	VEPH1
3	157119579	157171417	5806	PTX3
3	157226132	157329021	152078	PQLC2L
3	157792840	158272624	51319	RSRC1
3	157803799	157858952	6474	SHOX2
3	158253952	158334249	4291	MLF1
3	158327316	158420360	85476	GFM1
3	158374202	158425482	56925	LXN
3	158404896	158485275	5918	RARRES1
3	158484714	158557508	64747	MFSD1
3	158752040	158994096	654502	IQCJ
3	158752040	159625155	100505385	IQCJ-SCHIP1
3	158956035	159625155	29970	SCHIP1
3	159671622	159723806	3592	IL12A
3	159908422	159956000	401097	C3orf80
3	159964773	160152320	57560	IFT80
3	160082091	160162749	10051	SMC4
3	160143290	160202626	286827	TRIM59
3	160202782	160318376	3840	KPNA4
3	160359947	160406235	80117	ARL14
3	160438995	160798817	151742	PPM1L
3	160791670	160858160	8706	B3GALNT1
3	160904098	160979795	51068	NMD3
3	161052579	161124871	165679	SPTSSB
3	161179595	161231730	131149	OTOL1
3	164686685	164831283	6476	SI
3	164894507	164949469	22865	SLITRK3
3	165480691	165590253	590	BCHE
3	166948076	167133085	79740	ZBBX
3	167149576	167226920	5276	SERPINI2
3	167186472	167406289	151790	WDR49
3	167391694	167487651	11235	PDCD10
3	167418431	167553357	5274	SERPINI1
3	167717653	167848417	27333	GOLIM4
3	168791286	169416563	2122	MECOM
3	169455852	169517504	55892	MYNN
3	169474710	169522683	84517	ACTRT3
3	169501215	169565574	151827	LRRC34
3	169504709	169565560	344657	LRRIQ4
3	169547028	169622723	79782	LRRC31
3	169594359	169666956	344658	SAMD7
3	169649579	169726161	7095	SEC62
3	169720734	169813183	26996	GPR160
3	169795367	169934537	80012	PHC3
3	169905219	170033770	5584	PRKCI
3	170040472	170124637	6498	SKIL
3	170101652	170162479	5010	CLDN11
3	170167341	170338863	57709	SLC7A14
3	170572664	170623045	200916	RPL22L1
3	170596203	170661426	56648	EIF5A2
3	170704136	170779768	6514	SLC2A2
3	170770291	171213197	23043	TNIK
3	171308194	171563284	5337	PLD1
3	171526138	171587108	389177	TMEM212
3	171722417	172128492	64778	FNDC3B
3	172151080	172201246	2693	GHSR
3	172213297	172276297	8743	TNFSF10
3	172338434	172464008	57552	NCEH1
3	172433474	172549264	1894	ECT2
3	172597146	172894058	83893	SPATA16
3	173081237	174011139	22871	NLGN1
3	174542110	175533428	254827	NAALADL2
3	176728541	176950048	79718	TBL1XR1
3	178219085	178572217	10242	KCNMB2
3	178725010	178824656	64393	ZMAT3
3	178831310	178962497	5290	PIK3CA
3	178947536	179019838	27094	KCNMB3
3	179005778	179063323	51193	ZNF639
3	179030479	179121008	55669	MFN1
3	179103875	179204371	59345	GNB4
3	179245667	179316193	86	ACTL6A
3	179287574	179352288	4711	NDUFB5
3	179296254	179357434	57129	MRPL47
3	179335932	179517189	8975	USP13
3	179502746	179789841	51555	PEX5L
3	180284917	180346135	151613	TTC14
3	180321795	180432283	339829	CCDC39
3	180595233	180710539	8087	FXR1
3	180691497	180742562	131118	DNAJC19
3	181394711	181442223	6657	SOX2
3	182476290	182649421	23200	ATP11B
3	182650558	182733326	54165	DCUN1D1
3	182723005	182852375	56922	MCCC1
3	182830002	182915667	27074	LAMP3
3	182885791	183181057	23101	MCF2L2
3	182936031	183001179	84002	B3GNT5
3	183195318	183308499	89857	KLHL6
3	183318410	183412304	54800	KLHL24
3	183380605	183540413	55689	YEATS2
3	183523663	183578393	79929	MAP6D1
3	183537172	183637693	55486	PARL
3	183627723	183770727	10057	ABCC5
3	183714331	183767157	200909	HTR3D
3	183735834	183788461	170572	HTR3C
3	183779851	183834783	285242	HTR3E
3	183817809	183873099	8893	EIF2B5
3	183838283	183901314	1857	DVL3
3	183857633	183911879	1173	AP2M1
3	183868862	183921795	55324	ABCF3
3	183913316	183970117	90113	VWA5B2
3	183932444	184020819	9718	ECE2
3	183950116	184002313	10195	ALG3
3	183967002	184014251	94032	CAMK2N2
3	183981885	184036842	5708	PSMD2
3	183997282	184063146	1981	EIF4G1
3	184018716	184074063	131408	FAM131A
3	184044501	184096383	5437	POLR2H
3	184053972	184114439	1181	CLCN2
3	184062860	184117623	8646	CHRD
3	184079722	184132476	7066	THPO
3	184244586	184310196	2049	EPHB3
3	184418154	184464836	64110	MAGEF1
3	184494930	184780402	23355	VPS8
3	184785837	184905802	285382	C3orf70
3	184898411	185006886	1962	EHHADH
3	184965728	185216882	9175	MAP3K13
3	185197388	185251845	90407	TMEM41A
3	185215569	185305369	200879	LIPH
3	185269030	185358885	59343	SENP2
3	185351526	185577827	10644	IGF2BP2
3	185622357	185690924	6434	TRA2B
3	185754105	185861901	2119	ETV5
3	185854989	186115023	1608	DGKG
3	186246231	186297167	1427	CRYGS
3	186253464	186313589	51726	DNAJB11
3	186253855	186323332	55171	TBCCD1
3	186295849	186349107	197	AHSG
3	186323148	186380797	26998	FETUB
3	186348746	186406023	3273	HRG
3	186400097	186472199	3827	KNG1
3	186466360	186517685	1974	EIF4A2
3	186497681	186559484	5984	RFC4
3	186525462	186586252	9370	ADIPOQ
3	186613314	186806341	6480	ST6GAL1
3	186828740	186892263	116832	RPL39L
3	186880273	186929253	132112	RTP1
3	186923872	187044810	5648	MASP1
3	187051167	187099369	64108	RTP4
3	187376693	187423201	6750	SST
3	187406046	187455345	344892	RTP2
3	187429164	187498513	604	BCL6
3	187836660	188618460	4026	LPP
3	188854762	189051271	285386	TPRG1
3	189314215	189625068	8626	TP63
3	189664516	189875226	55214	P3H2
3	190013489	190075235	9076	CLDN1
3	190070660	190139932	10686	CLDN16
3	190136443	190202665	131920	TMEM207
3	190196839	190384986	3556	IL1RAP
3	190560525	190615465	647309	GMNC
3	190895321	190977910	344901	OSTN
3	190974943	191083325	257313	UTS2B
3	191011873	191126459	152137	CCDC50
3	191143951	191189245	152138	PYDC2
3	191847181	192480388	2257	FGF12
3	192504604	192670950	151963	MB21D2
3	192923916	192998644	57110	HRASLS
3	192982830	193131514	344905	ATP13A5
3	193106755	193307911	84239	ATP13A4
3	193275932	193425600	4976	OPA1
3	193818930	193866401	3280	HES1
3	194050493	194107057	1370	CPN2
3	194065975	194125472	131578	LRRC15
3	194105549	194154995	2814	GP5
3	194113402	194223968	79572	ATP13A3
3	194298401	194389150	93109	TMEM44
3	194351516	194428206	55341	LSG1
3	194371621	194419766	131583	FAM43A
3	194779012	195026895	152002	XXYLT1
3	194985464	195198817	23527	ACAP2
3	195231217	195305224	5504	PPP1R2
3	195285572	195346076	347	APOD
3	195412752	195470424	200958	MUC20
3	195463637	195573844	4585	MUC4
3	195580235	195670880	10188	TNK2
3	195766154	195844032	7037	TFRC
3	195908382	195970301	200931	SLC51A
3	195914322	195973300	131540	ZDHHC19
3	195955252	196049584	5130	PCYT1A
3	196008089	196080165	255758	TCTEX1D2
3	196040416	196100291	116211	TM4SF19
3	196070368	196194345	26043	UBXN7
3	196185656	196265639	165918	RNF168
3	196223749	196277237	255798	SMCO1
3	196260724	196325930	200933	FBXO45
3	196271058	196330413	348793	WDR53
